id,ccode,date,statenme,year,gwf_casename,coup,milcoup,nonmilcoup,success,type,cwc_coding,type2,cwc_coding2,srofficial,jrofficer,sameeth,anyethclaim,coupleadereth,relative,relationship,anyoutsidesupport,outsidesupporters,coder,ambiguous,staged
811-1994-7-2,811,7/2/1994,Cambodia,1994,Cambodia 79-NA,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,0,,0,,JC,1,1
811-1997-7-6,811,7/6/1997,Cambodia,1997,Cambodia 79-NA,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,1,0,,0,,1,Khmer Rouge,JC,,
812-1959-12-31,812,12/31/1959,Laos,1959,Laos 53-59,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
812-1960-8-9,812,8/9/1960,Laos,1960,Laos 59-60,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,1,1,0,,0,,0,,JC,,
812-1960-9-10,812,9/10/1960,Laos,1960,Laos 60-60 (new),Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,1,0,1,0,,0,,1,U.S. CIA,JC,,
812-1960-12-13,812,12/13/1960,Laos,1960,Laos 60-60 (new),Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,1,U.S. CIA,JC,,
812-1964-4-19,812,4/19/1964,Laos,1964,Laos 62-73,Coup,Military Coup,0,2,WR,failed warlord coup,SH,failed reshuffling coup,0,0,1,0,,0,,0,,JC,,
812-1965-1-31,812,1/31/1965,Laos,1965,Laos 62-73,Coup,Military Coup,0,2,WR,failed warlord coup,SH,failed reshuffling coup,0,0,1,0,,0,,0,,JC,,
817-1960-11-11,817,11/11/1960,Republic of Vietnam,1960,Vietnam South 54-63,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,1,1,0,,0,,1,Caravelle group; Opposition parties,JC,,
817-1963-11-1,817,11/1/1963,Republic of Vietnam,1963,Vietnam South 54-63,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,1,United States (CIA),JC,,
817-1964-1-30,817,1/30/1964,Republic of Vietnam,1964,Vietnam South 63-75,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,0,0,1,0,,0,,1,United States,JC,,
817-1964-9-13,817,9/13/1964,Republic of Vietnam,1964,Vietnam South 63-75,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,0,,0,,JC,,
817-1965-2-19,817,2/19/1965,Republic of Vietnam,1965,Vietnam South 63-75,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,1,0,1,0,,0,,1,United States,JC,,
817-1965-2-20,817,2/20/1965,Republic of Vietnam,1965,Vietnam South 63-75,Coup,Military Coup,0,1,SH,successful reshuffling coup,SH,successful reshuffling coup,1,0,1,0,,0,,1,United States,JC,,
840-1986-2-25,840,2/25/1986,Philippines,1986,Philippines 72-86,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,1,0,1,0,,0,,1,Corazon Aquino; Protesters; Catholic Church,JC,,
840-1986-7-6,840,7/6/1986,Philippines,1986,Philippines 86-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
840-1987-1-27,840,1/27/1987,Philippines,1987,Philippines 86-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
840-1987-4-18,840,4/18/1987,Philippines,1987,Philippines 86-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
840-1987-8-27,840,8/27/1987,Philippines,1987,Philippines 86-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
840-1989-12-1,840,12/1/1989,Philippines,1989,Philippines 86-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
840-1990-10-4,840,10/4/1990,Philippines,1990,Philippines 86-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,0,1,Moro,,,1,Movement for an Independent Mindanao,,1,
840-2001-1-20,840,1/20/2001,Philippines,2001,Philippines 86-NA,Coup,Military Coup,0,1,AD,successful anti-democratic coup,SH,successful reshuffling coup,,,1,0,,,,,,,,
840-2003-7-27,840,7/27/2003,Philippines,2003,Philippines 86-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
840-2007-11-29,840,11/29/2007,Philippines,2007,Philippines 86-NA,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,1,0,,,,,,,,
850-1958-2-15,850,2/15/1958,Indonesia,1958,Indonesia 49-66,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,0,0,0,1,Batak; Minangkabau,0,,1,Muslim League / Permesta,JC,,
850-1965-10-1,850,10/1/1965,Indonesia,1965,Indonesia 49-66,Coup,Military Coup,0,2,SH,failed reshuffling coup,SH,failed reshuffling coup,0,0,1,0,,0,,1,Indonesian Communist Party (PKI),JC,,1
850-1966-3-12,850,3/12/1966,Indonesia,1966,Indonesia 49-66,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,0,0,1,0,,0,,0,,JC,,
910-1990-3-14,910,3/14/1990,Papua New Guinea,1990,Papua New Guinea 75-11,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,0,0,,,,,,,,
910-2011-8-2,910,8/2/2011,Papua New Guinea,2011,Papua New Guinea 75-11,Coup,Non-Military Coup,1,1,NM,successful non-military coup,SH,successful reshuffling coup,,,1,0,,,,,,,,
910-2012-1-26,910,1/26/2012,Papua New Guinea,2012,Papua New Guinea 11-12,Coup,Military Coup,0,2,CH,failed regime change coup,CH,failed regime change coup,,,1,,,,,,,,,
935-1988-12-16,935,12/16/1988,Vanuatu,1988,Vanuatu 80-NA,Coup,Non-Military Coup,1,2,NM,failed non-military coup,SH,failed reshuffling coup,,,1,,,,,,,,,
940-2000-6-5,940,6/5/2000,Solomon Islands,2000,Solomon Islands 78-00,Coup,Military Coup,0,1,AD,successful anti-democratic coup,SH,successful reshuffling coup,,,1,0,,,,,,,,
950-1987-5-14,950,5/14/1987,Fiji,1987,Fiji 87-87,Coup,Military Coup,0,1,CH,successful regime change coup,CH,successful regime change coup,,,1,0,,,,,,,,
950-2000-5-19,950,5/19/2000,Fiji,2000,Fiji 99-00,Coup,Military Coup,0,2,AD,failed anti-democratic coup,CH,failed regime change coup,,,0,1,,,,,,,1,
950-2000-5-29,950,5/29/2000,Fiji,2000,Fiji 99-00,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
950-2006-12-5,950,12/5/2006,Fiji,2006,Fiji 06-06,Coup,Military Coup,0,1,AD,successful anti-democratic coup,CH,successful regime change coup,,,1,0,,,,,,,,
